Universidad;Titulo;Autor;Grado;Asesor;Resumen;Año
Universidad Nacional de San Antonio Abad del Cusco;Diseño e implementación de una base de datos federada;Lezama Ttito, Gorky;Ingeniero Informático y de Sistemas;Rozas Huacho, Javier Arturo;"La información presente en algunas organizaciones generalmente se encuentra alojada en diferentes fuentes de datos, así como administradas por diferentes sistemas gestores de bases de datos, debido a que cada uno de ellos ofrece diversas ventajas en ciertos aspectos sobre el control de la información de acuerdo a las necesidades de cada organización. Las dificultades se presentan en el momento de acceder de forma integral a dicha información, que es manejada por cada gestor de base de datos, manteniendo la consistencia de la información de cada fuente de datos. Una base de datos federada es un sistema donde las bases de datos que las integran conforman un ente virtual único y funcional, que brinda un servicio homogéneo y transparente al usuario, manteniendo principalmente la autonomía y funcionalidades propias de cada base de datos de la federación; proponiéndose aquí mostrar la integración del acceso a todas las bases de datos componentes necesarias según sea el tipo de información que se requiera, mediante las bases de datos federadas; de las cuales existen muchas implementaciones, desde las arquitecturas federadas de cinco niveles de Sheth y Larson , la arquitectura federada de tres niveles de ANSI/SPARC, y basados en ellos actualmente: IBM Fedérat Server, SQL Server, Oracle y otros, que ofrecen diversas soluciones al problema del acceso federado a la información. En base a esta documentación, se construye un prototipo de la implementación de una base de datos federada con componentes heterogéneos, utilizando la metodología PUDS (Proceso Unificado de Desarrollo de Software). Y, como resultado de este diseño e implementación de una base de datos federada para la integración del acceso a la información de diferentes gestores de bases de datos, se evita al usuario lidiar con las características particulares de cada gestor de bases de datos para acceder a la información requerida. Palabras Clave: Bases de Datos, Bases de Datos Federadas, Sistema de Bases de Datos Federadas, Base de Datos Componentes, Acceso Integrado a la Información.";2019
Universidad Nacional de San Antonio Abad del Cusco;Obtención de fotogramas clave en videos de tránsito vehicular en la ciudad del Cusco utilizando K-Means en GPU;Ccapatinta Loayza, Kevin Percy;Ingeniero Informático y de Sistemas;Palma Ttito, Luis Beltran;El acúmulo de videos de tránsito en la ciudad del Cusco ha ido incrementándose en los últimos años, debido al incremento en la instalación de cámaras de video para contribuir a mitigar los problemas de seguridad ciudadana. Dentro de las aplicaciones del procesamiento de video, una de las más importantes es el resumen de videos, que se obtienen a través de los fotogramas clave, y este es el énfasis de este trabajo, implementando un prototipo para mejorar el almacenamiento de información bajo el contexto de videos de tránsito vehicular en la ciudad del Cusco. Dada la gran variedad de técnicas existentes para la obtención de fotogramas clave, se opta por utilizar la comparación global entre fotogramas por ser una de las técnicas más utilizadas y que menores recursos requiere debido al preprocesamiento en la extracción de saliencia utilizando algoritmos de Redes Neuronales y K-Means en GPU, se reconoce que Redes Neuronales es ampliamente utilizado y se evaluará el método frente a K-Means, desarrollando y comparando ambas técnicas mediante Precision-Recall Curves y Mean Absolute Error. Su importancia se centra en medir la eficiencia de dichos algoritmos, para ofrecer una visión amplia de acuerdo a las aplicaciones que se pueda implementar en base a lo desarrollado.;2019
Universidad Nacional de San Antonio Abad del Cusco;Técnica de gamificación aplicada al desarrollo de una plataforma de avisos clasificados para la región del Cusco;Hermoza Salcedo, Fahed;Ingeniero Informático y de Sistemas;Palomino Olivera, Emilio;El presente trabajo de investigación aplica técnica de gamificación al desarrollo de la plataforma de avisos clasificados, cuyo propósito es la administración y visualización de avisos clasificados teniendo como núcleo esencial la fidelización de los usuarios. El desarrollo metodológico del proyecto se basa en el método descriptivo. Al cual se recurre para organizar, resumir, analizar y seleccionar los datos con el fin de tener una idea de la situación actual. Para el desarrollo de la plataforma se emplea las especificaciones de la Metodología Ágil Scrum con Kanban. Los avisos son ingresados y cargados a través de una aplicación web construidos en GWT. Dicha información se enviará a un servidor de aplicaciones WildFly haciendo uso de los servicios web REST. En el servidor se procesa y almacena la información en la base de datos MongoDB. Cualquier usuario que tenga descargada la aplicación móvil podrá consultar las diferentes categorías de avisos disponibles. La aplicación móvil es gamificado utilizando el Framework Octalysis obteniendo un diseño de gamificación usado para la construcción de la app móvil. Finalmente se evaluaron las técnicas de gamificación utilizando dos cuestionario, el primero “System Usability Scale” y el segundo cuestionario del sistema gamificación mediante los cuales se evaluaron la usabilidad (efectividad, eficiencia y satisfacción), aceptabilidad, frecuencia y recomendación de la aplicación móvil. Así mismo se obtuvieron resultados óptimos de las pruebas realizadas. El resultado de la investigación es una plataforma de avisos clasificados gamificado enfocado en la región del Cusco, contribuyendo al estudio de la gamificación y su implementación en la plataforma de software.;2019
Universidad Nacional de San Antonio Abad del Cusco;Optimización de métodos radiales de exploración de datos multidimensionales a través de algoritmos de aprendizaje máquina;García Zanabria, Germain;Ingeniero Informático y de Sistemas;Enciso Rodas, Lauro;El descubrimiento de patrones en conjuntos de datos despierta gran interés en la comunidad de investigadores. Específicamente, en el manejo de datos multidimensionales o datos de alta dimensión se han realizado grandes avances. Sin embargo, todavía existen ciertas limitaciones como: costo computacional, falta de percepción visual y la interacción con el usuario  que impiden que la tarea de extracción de patrones y agrupamientos sea simple y eficiente. El grupo de técnicas que mitigan estos problemas son los denominados Técnicas de Visualización Radial (Star Coordinates, Radviz, Barycentric Coordinates), los cuales son capaces de revelar patrones y grupos de datos multidimensionales mientras muestran el impacto de los atributos en la formación de la representación de los datos. A pesar de su utilidad, las  técnicas de exploración radial tienen ciertos inconvenientes que impiden su uso en varios escenarios. Por ejemplo, cuando el número de dimensiones de los datos es realmente alto, las visualizaciones resultantes se vuelven desordenadas y sobrecargadas, lo que dificulta el análisis de la importancia de los atributos en la formación de grupos y/o patrones. En este trabajo de investigación se optimiza las técnicas de visualización radial aprovechando sus  ventajas (interacción y bajo costo computacional) y fortaleciendo sus deficiencias (manejo de datos con un numero alto de dimensiones) en el análisis de datos multidimensionales. La optimización de estas técnicas se cimienta en el agrupamiento (similaridad de atributos) y reordenamiento de atributos (optimización de ubicación) con el _n de mitigar la distorsión  visual. El agrupamiento y reordenamiento se puede realizar de forma automática, así como de forma interactiva, lo que permite que el usuario pueda analizar a un mas el impacto de los atributos en la visualización radial. La eficacia de los enfoques presentados se muestran a través de una serie de experimentos y estudios de caso, los cuales evidencian utilidad de la propuesta.;2017
Universidad Nacional de San Antonio Abad del Cusco;Clasificación y reconocimiento de gestos estáticos de la mano basado en el alfabeto dactilológico de la lengua de señas del Perú aplicando redes profundas bajo características invariantes;Flores Campana, Jose Luis;Ingeniero Informático y de Sistemas;Enciso Rodas, Lauro;"El reconocimiento de gestos de las manos es un área de investigación muy activa en visión por computador, interacción hombre-computadora (HCI), aprendizaje automático y robótica, principalmente en el lenguaje de señas, ayuda en el proceso de traducción e integración de personas con discapacidad auditiva, así como su enseñanza a la población no auditiva. El presente trabajo está enfocado en clasificar y reconocer los 24 gestos estáticos de la mano basados en el alfabeto dactilológico de la lengua de señas del Perú (LSP), no se hará uso de los gestos dinámicos debido a que el enfoque del trabajo es el uso de las redes profundas para imágenes. Sin embargo, en los últimos años se busca que clasifiquen y reconozcan estos gestos adecuadamente ante invariaciones de escala, rotación y traslación; y sean robustas ante ruido y cambios de iluminación. El objetivo es desarrollar una arquitectura de una Convolutional Neural Network (CNN) y otra de Stacked Denoising Autoencoder (SDAE) para clasificar el conjunto de 24 gestos estáticos de la mano de la LSP obtenidos de la base de datos desarrollada. Para el desarrollo del proyecto de investigación se usó un tipo de investigación explorativa, teórica y aplicativa. Se desarrolló una base de datos basado en el alfabeto dactilológico de la LSP, y se propuso un algoritmo efectivo para detectar la región que contiene el gesto de la mano, el algoritmo incorpora una etapa de pre procesamiento y segmentación. Hoy en día aprendizaje profundo ha dado paso a grandes avances en los últimos años, sobre todo en los campos de reconocimiento de voz e imágenes por lo tanto se hizo uso de redes profundas CNN y SDAE como extractores y clasificadores, además de extraer muy bien las características de una imagen ante invariaciones de escala, traslación y rotación, son capaces de aprender la compleja tarea de clasificación de gestos de las manos con menores tasas de error. Se usó el GPU para acelerar el entrenamiento de las redes profundas y se comparó los resultados de precisión y error obtenido entre las dos arquitecturas de red profunda diseñadas (CNN y SDAE) con técnicas usuales de extracción y clasificación de machine learning. Este proyecto de investigación sirve de ayuda para muchos investigadores dentro de la línea de investigación, como también en el desarrollo de futuros proyectos relacionados al procesamiento digital de imágenes, reconocimiento de gestos de la mano y aprendizaje profundo.";2017
Universidad Nacional de San Antonio Abad del Cusco;Análisis comparativa y diseño de una red 4G LTE en la provincia del Cusco empleando software de radioenlace;Rios Quispe, Ronald;Ingeniero Informático y de Sistemas;Peñaloza Figueroa, Manuel Aurelio;"El trabajo de tesis consiste en el análisis, comparativa y diseño de Red 4G LTE en la provincia del Cusco empleando software de radioenlace; para desarrollar la simulación de la red, previamente antes de realizar la simulación se hace un estudio en detalle de las diversas generación móviles, en la simulación se emplearan varios programas. Con el desarrollo de la simulación se quiere que sea una herramienta de apoyo técnico para personas o instituciones que deseen realizar futuros diseños de simulación de las redes 4G LTE, que pudieran realizarse en las diversas provincias o regiones del país y a su vez tener la información teórica de la simulación como cobertura, rendimiento y eficiencia de la red y poder contrastarlos con los ofrecidos por los operadores de esta tecnología móvil en la zonas donde se quiera la implementación de esta tecnología.";2019
Universidad Nacional de San Antonio Abad del Cusco;Evaluación de técnicas de aprendizaje de máquina para la identificación de imágenes de edificios históricos de la ciudad del Cusco basado en Bag-Of-Words y redes neuronales convolucionales;Farfan Escobedo, Jeanfranco David;Ingeniero Informático y de Sistemas;Enciso Rodas, Lauro;"Actualmente existen muchas técnicas de aprendizaje de máquina efectivas durante la tarea de clasificación. Sin embargo, existe la necesidad de identificar que técnica destaca por encima del resto. Por consiguiente, es necesario evaluar un conjunto de técnicas de aprendizaje de máquina en un escenario desafiante. En particular, el escenario seleccionado en este trabajo corresponde al reconocimiento de edificios a partir de imágenes; el reconocimiento de edificios es una tarea difícil, ya que las imágenes pueden tomarse desde diferentes ángulos, bajo diferentes condiciones de iluminación y un desafío adicional es diferenciar edificios visualmente similares (por ejemplo, imágenes de iglesias). La mayoría de métodos de reconocimiento de edificios utilizan descriptores locales de la imagen para la extracción de características (es decir, luego de aplicar SIFT o SURF, se aplica un clasificador). No obstante, este método presenta una precisión limitada. Por lo tanto, es necesario evaluar técnicas de aprendizaje de máquina que resuelvan este tipo de problemas de una manera más precisa. Se propone evaluar técnicas de aprendizaje de máquina como Support Vector Machine (SVM), Random Forest (RF), Neuronal Network (NN) y K-Nearest Neighbod (KNN), a partir de métodos basados en Bag-of-Words y Redes Neuronales Convolucionales, para obtener vectores de características efectivos y realizar un reconocimiento de edificios preciso. Por último, se espera que los resultados permitan una mejor comprensión de las técnicas de aprendizaje de máquina aplicado al problema del reconocimiento de edificios de la ciudad del Cusco.";2018
Universidad Nacional de San Antonio Abad del Cusco;Análisis de métodos de visión computacional y Machine Learning para la clasificación de imágenes de variedades de papa nativa;Cardoso Cusihuallpa, Carla Doris;Ingeniero Informático y de Sistemas;Enciso Rodas, Lauro;"La poca difusión de las diversas variedades de papas nativas existentes en el mercado repercute en el consumo limitado. Si bien es cierto que, existen diversas investigaciones sobre este tubérculo en distintas áreas como: la Agricultura, Genética, Salud, entre otros. El área de las Ciencias de la Computación también forma parte de ello, específicamente en el área de Visión Computacional, que ha tomado importancia en el control de calidad y/o enfermedades de la papa, mas no investigaciones para clasificar automáticamente papas nativas, ni investigaciones sobre cuáles son los métodos más apropiados de visión computacional y machine learning para el mismo fin, por ser un producto propio de los Andes del Perú. En el desarrollo del proyecto se analiza los métodos de visión computacional y Machine Learning para clasificar variedades de papas nativas. Para la clasificación manual de las variedades de papas nativas, se utiliza características externas de color, forma y textura. Se propone un extractor que contempla dichas características. Se obtiene características de color en los espacios: RGB, CMY, HSV, HSI, YCbCr, YIQ, LUV y Colores Oponentes. Se obtiene características de forma con los descriptores de Fourier Polar Bidimensionales, por ser invariantes a la rotación, traslación y escalamiento, sin perder la información de la imagen. Se obtiene características de textura realizando un análisis estadístico utilizando la matriz de coocurrencia, por ser el método más popular para extraer información importante de la textura. También se estudia los métodos de extracción de características Scale Invariant Feature Transform y Speed Up Robust Features; proponiéndose mejorar su rendimiento, al incluir el color en sus descriptores. Dentro de los métodos de Machine Learning se estudia los clasificadores Support Vector Machine y Random Forest. Se demuestra que al incluir la característica de color en los métodos Scale Invariant Feature Transform y Speed Up Robust Features muestran una mejor precisión que los métodos sin la característica de color. El método con mejor tasa de aciertos para la clasificación de papa nativa es el extractor propuesto con el clasificador Random Forest, demostrando que el extractor propuesto es apropiado para clasificar las variedades de papa nativa.";2018
Universidad Nacional de San Antonio Abad del Cusco;Desarrollo de una arquitectura de red neuronal convolucional como un modelo del proceso cerebral humano para la clasificación de expresiones faciales;Flores Atauchi, Paul Dany;Ingeniero Informático y de Sistemas;Enciso Rodas, Lauro;Las expresiones faciales son un medio de comunicación no verbal que muestran las emociones de una persona, estas expresiones ayudan a transmitir información en las interacciones inter personales y facilitan el entendimiento del significado del lenguaje hablado. Por lo que se considera que poder clasificar la expresión de un rostro sería una gran fuente de información para una posterior utilización. El objetivo del presente proyecto es modelar el proceso cerebral humano para clasificar imágenes de expresiones faciales por medio de una de las técnicas de Deep Learning, logrando así que una máquina sea capaz de aprender de imágenes de expresiones faciales suministradas de ejemplo (datos de entrenamiento) con el objetivo de poder clasificar ejemplos futuros sin ningún tipo de intervención humana en el proceso. En la actualidad, gracias a las Redes Neuronales Convolucionales, se están logrando buenos resultados en la clasificación de imágenes, detección de objetos, comprensión de escena, en comparación con técnicas convencionales, por lo cual en este proyecto se usó la arquitectura de una Red Neuronal Convolucional para clasificar las expresiones faciales, clasificándolas en 6 categorías: enojo, miedo, alegría, tristeza, sorpresa y neutro. Este trabajo aporta a una mejor comprensión en las redes neuronales Convolucionales aplicada al reconocimiento de expresiones faciales e imágenes en general, también ayudara en el desarrollo de futuros proyecto que necesiten del reconocimiento de expresiones faciales, como: estudio de marketing, interacción hombre-máquina, psicología, análisis educativo y otros.;2018
Universidad Nacional de San Antonio Abad del Cusco;Construcción de un prototipo web para la traducción de español a quechua pentavocálico mediante analizador sintáctico;Tijero Fuentes, Rafael;Ingeniero Informático y de Sistemas;Pillco Quispe, Jose Mauro;"En la presente tesis se ha desarrollado la construcción de una aplicación para la traducción de texto del idioma Español al idioma Quechua Pentavocálico en plataforma web, construyendo un analizador sintáctico que usa las metodologías de traducción automática basada en reglas. Por lo que, se ha realizado un análisis de las reglas gramaticales de los idiomas Español y Quechua Pentavocálico. Después, se construyeron reglas de equivalencia y plantillas de traducción automática. Luego, se ha construido el diccionario de palabras tanto para el idioma Español y Quechua Pentavocálico; se recopilaron las palabras del diccionario de la Real Academia de Lengua Quechua y se clasificaron por las reglas gramaticales de cada palabra. Seguidamente, se construyó el corpus lingüístico con oraciones del idioma Español y su traducción respectiva en el idioma Quechua Pentavocálico. Posteriormente, se construyó un analizador sintáctico que puede realizar el análisis sintáctico del texto de entrada, reconocer sus componentes e identificar sus respectivos elementos, y el traductor automático que se encarga de buscar la traducción de cada elemento analizado en el paso anterior, y por último, reordena los elementos a la estructura SOV del Quechua Pentavocálico. El desarrollo de esta herramienta, el uso y las futuras mejoras, nos permitirá entender las metodologías de traducción automática y será de utilidad en la enseñanza de la gramática, tanto para el idioma Español y el idioma Quechua. A su vez, formará parte de las herramientas tecnológicas o materia de investigación para las tecnologías referentes al idioma Quechua.";2018
Universidad Nacional de San Antonio Abad del Cusco;Uso de un algoritmo de realce de características como apoyo para un clasificador de redes neuronales convolucionales en imágenes de libélulas del género rhionaeschna;Andrade Cari, Jose Guillermo;Ingeniero Informático y de Sistemas;Villafuerte Serna, Rony;"En el estudio de diversas áreas de la ciencia los especialistas utilizan técnicas de clasificación que les permiten estandarizar conocimientos a nivel mundial. En la entomología, que es el estudio de los insectos, la gran cantidad de especies animales en el planeta tierra plantea una clara dificultad en el momento de compartir información; para solucionar este inconveniente, los biólogos utilizan la sistemática o taxonomia, con el fin de clasificar organismos vivos según sus características fenotípicas en reinos, filos, clases, órdenes, familias, géneros y especies. El diagnóstico visual de estas características fenotípicas es la base de esta investigación, los entomólogos utilizan una serie de claves físicas que permite distinguir a las especies según su apariencia, formas, colores y tamaños. Para realizar este proceso de manera más rápida y automatizada existen muchas herramientas de clasificación, actualmente se están desarrollando algoritmos de clasificación de imágenes o chasquido de saltamontes (Guevara, 2008), así como reconocimiento de artrópodos (Siti N. A. Hassan, 2014). Para el desarrollo de una herramienta de diagnóstico visual de fenotipos de especies, primero necesitamos crear un dataset de imágenes tomadas por diversas cámaras y ángulos de las muestras a estudiar (dos especies de libélulas del género Rhionaeschna), posteriormente tenemos que preprocesar estas imágenes para obtener un buen resultado en la clasificación, teniendo en cuenta que el algoritmo debe ser aplicado en computadoras económicas o dispositivos móviles de bajo costo, por lo tanto se debe minimizar el uso de recursos. Luego, se hace uso de un clasificador que en este caso estará basado en la teoría de Redes Neuronales Convolucionales, éste, trabajará con una arquitectura de procesamiento preentrenada para reducir el costo computacional. Uniendo ambas etapas, deseamos lograr un aumento en la precisión de nuestro clasificador de RNC con el fin de obtener una herramienta que no solo brinda un bajo costo computacional, sino una precisión aceptable para una posterior implementación de un aplicativo que pueda ser usado por especialistas en cualquier parte del mundo para la detección de especies de libélulas. Se planteó la arquitectura de RNC Inception-v3 para el desarrollo de esta investigación, la cual nos brinda un clasificador pre-entrenado, que reduce el costo computacional del proyecto, también es la arquitectura con mejor desempeño y mayor taza de acierto en el mercado según la competencia de reconocimiento visual a gran escala de ImageNet del año 2014. Siendo la mejor alternativa para resolver el problema de esta investigación. El uso del método haar cascade permitió reducir las imágenes a una escala más cómoda para el clasificador al momento de realizar la categorización de especies. El clasificador haar cascade y un algoritmo de realce de características como método de pre-procesamiento de imágenes ayudó a reducir el tiempo de entrenamiento de la red neuronal.";2018
Universidad Nacional de San Antonio Abad del Cusco;Sistema de transporte inteligente (STI), para el control y monitoreo del servicio urbano en la Ciudad del Cusco;Alvarez Mamani, Edwin;Ingeniero Informático y de Sistemas;Palma Ttito, Luis Beltrán;"El desorden y la falta de herramientas apropiadas para el control, monitoreo y administración del transporte urbano, diariamente afecta a miles de usuarios que recurren a este medio para poder movilizarse. Por otra parte el proceso de control de tiempos de los autobuses se realiza de forma manual, con la ayuda de relojes mecánicos. Donde el cobrador, tiene que registrar la hora a la que pasa el autobús por cada punto de control a lo largo de su ruta. Esta actividad es muy peligrosa; porque en algunos casos el cobrador tiene que cruzar la pista en avenidas muy congestionadas. Otro problema es el tiempo excesivo de espera de un autobús en los paraderos por parte de los usuarios. Todo esto se origina a causa de no contar con información en tiempo real que ayude a regular, distribuir a los autobuses de mejor manera en su ruta y de esta forma mitigar el fenómeno de agrupamiento de los autobuses. El objetivo es desarrollar un Sistema de Transporte Inteligente (STI) que permita controlar, monitorear y administrar en tiempo real a la flota de autobuses de las empresas de transporte urbano; haciendo uso de una plataforma web y de una aplicación móvil para el control de tiempos, que interactúe de manera confiable con el sistema de control y monitoreo. Para lograr estos objetivos propuestos se diseñará un algoritmo de búsqueda y registro de tiempos de control, se diseñará una arquitectura para el STI acorde a las necesidades y normas del transporte urbano en la ciudad del Cusco, adicionalmente se diseñará un algoritmo para mostrar autobuses cercanos a un paradero, por lo tanto el usuario mediante una aplicación móvil dispondrá de información en tiempo real de la ubicación de su autobús. Con este STI se reducirá el tiempo de espera por parte de los usuarios, se tendrá un transporte urbano más ordenado, se mitigara el fenómeno de agrupamiento de los autobuses y el proceso de control de tiempo se realizará de forma automática; todo esto permitirá tener una ciudad Inteligente.";2018
Universidad Nacional de San Antonio Abad del Cusco;Plataforma web para la personalización de videojuegos educativos dirigido a docentes de segundo grado de primaria para los cursos de comunicación, personal social y ciencia y ambiente;Silva Sosa, Rosa Elaida;Ingeniero Informático y de Sistemas;Villafuerte Serna, Rony;"Actualmente los videojuegos representan uno de los medios de introducción a la cultura informática más directa para los niños. Los videojuegos son ampliamente criticados por su contenido ya que tienen un fuerte poder influyente en quienes lo practican; sin embargo, dejando de lado por un momento este factor negativo, su valor educacional ha sido muchas veces estudiada por psicólogos y pedagogos, quienes llegaron a diferentes conclusiones. La mayoría de estas investigaciones científicas coinciden en que los videojuegos comerciales y educativos además de ser motivacionales favorecen el desarrollo y adquisición de determinadas habilidades, competencias y estrategias. En nuestra región esta estrategia lúdica basada en videojuegos es poca o simplemente no es usada, desaprovechándose así el potencial de estos en sesiones de enseñanza-aprendizaje, a pesar de que su valor educativo ya ha sido comprobado y aceptado. Por lo expuesto, la presente tesis constituye una propuesta para los docentes de educación primaria que consiste en la implementación y aplicación de una plataforma web para la personalización de videojuegos educativos dirigido a docentes de segundo grado de primaria para las áreas curriculares de Comunicación, Personal Social y Ciencia y Ambiente. La construcción de la plataforma “Pukllay” inició con el análisis del currículo y objetivos del segundo grado de primaria, la captura de datos a través de encuestas y entrevistas a docentes, revisión de libros utilizados por los profesores encuestados, observación directa de sesiones de clase y análisis de proyectos que se tomaron como antecedentes.";2017
Universidad Nacional de San Antonio Abad del Cusco;Implementación del algoritmo de Smith - Waterman utilizando instrucciones SIMD mediante OPENMP;Condori Alagón, Héctor;Ingeniero Informático y de Sistemas;Carrasco Poblete, Edwin;El presente trabajo aborda el problema de acelerar la ejecución del algoritmo de Smith-Waterman haciendo uso de las instrucciones vectoriales disponibles en las CPU modernas. Como ejemplo de implementaciones de Smith-Waterman podemos citar a Swipe[8], que está implementada con funciones intrínsecas y secciones de ensamblador, optimizada para usar instrucciones SSE. El problema de muchas de estas implementaciones es que no son portables, además de no ser fácilmente mantenibles. Para poder ejecutarse en una arquitectura diferente, muchas veces es necesario reescribir la aplicación. La propuesta del presente trabajo es utilizar OpenMP para desarrollar una implementación portable del algoritmo de Smith-Waterman acelerada mediante instrucciones vectoriales. Utilizar OpenMP permitirá resolver el problema de la portabilidad de rendimiento para este algoritmo. Gracias al uso de OpenMP, fue posible acelerar la ejecución del algoritmo de Smith-Waterman dramáticamente con respecto a la versión que no utiliza instrucciones vectoriales, consiguiendo un rendimiento que rivaliza con una implementación vectorizada con funciones intrínsecas.;2016
Universidad Nacional de San Antonio Abad del Cusco;Uso de Técnicas de machine learning para la clasificación de imágenes de danzas típicas del Cusco;Quispe Condori, Edgar Rodolfo;Ingeniero Informático y de Sistemas;Enciso Rodas, Lauro;"Cusco es una de las ciudades del mundo con mayor presencia de danzas autóctonas. Cada año, antropólogos folkloristas encuentran más información sobre las danzas y así rescatan parte de nuestra cultura. Sólo en las festividades podemos ubicar al menos 4 danzas típicas muy comunes: Qhapaq Qolla, Qhapaq Chuncho, Negrillo, y Contradanza. Por otro lado, Cusco también es conocido como una de las ciudades más turísticas del mundo y con todo el avance tecnológico que se viene dando, ahora es más fácil tomar fotografías y así preservar diversos eventos. Por lo tanto, se cuenta con mucha información visual que no es procesada. Computacionalmente hablando, se puede lidiar con este problema mediante la clasificación automática de imágenes. La aplicación de este problema puede ser visto en diferentes áreas como Sistemas de vigilancia, sistemas de recuperación, compresión, segmentación de imágenes, y muchos otras más. La clasificación de imágenes también representa un gran desafío debido a los problemas en iluminación, rotación, escala, oclusión o variación de puntos de vista. Actualmente, los trabajos en clasificación de danzas se enfocan en videos, sin embargo, en imágenes este problema está muy poco estudiado. Los trabajos más relacionados que usan imágenes buscan clasificar eventos culturales; a diferencia de éstos, la información contextual de la imagen no juega un papel relevante como para los eventos culturales. Este trabajo busca clasificar imágenes de danzas típicas del Cusco, el problema se torna particularmente interesante debido a que además de los problemas ya mostrados, se debe trabajar sobre la figura humana. El método planteado fue dividido en dos etapas, en la primera se localiza al danzante dentro de la imagen mediante la detección de máscaras usando Histogram of Oriented Gradient y técnicas de detección de rostros, y en la segunda se realiza la clasificación mediante Bag-of-Words. El principal aporte de este trabajo es realizar un estudio del desempeño de técnicas de Machine Learning en la clasificación de imágenes de danzas, igualmente se creó un dataset con imágenes etiquetadas de las danzas de la región que fueron de interés para el trabajo. Cabe recalcar que este dataset es el primero de su tipo y que será puesto de manera abierta a la comunidad científica para aportar al estado-del-arte. Los resultados obtenidos muestran una tasa de acierto alta para éste problema.";2017
Universidad Nacional de San Antonio Abad del Cusco;Data warehousing en la gerencia de operaciones de la empresa pública de servicios de saneamiento Seda Cusco S.A.;Santos Prado, Miguel Angel;Ingeniero Informático y de Sistemas;Rozas Huacho, Javier Arturo;"En la actualidad, existen muchos sistemas con bases de datos dentro de las empresas orientadas al procesamiento de transacciones (OLTP), ignorando por completo el proceso analítico (OLAP), trayendo consigo una serie de deficiencias tanto en el análisis de satos, como en la toma de decisiones. Ese es el caso del Departamento de Mantenimiento e Instalaciones que pertenece a la Gerencia de Operaciones de la EPS SEDACUSCO. Por lo tanto, tomando en cuenta esta necesidad se presentó el siguiente proyecto de tesis, que trató principalmente de implementar un Datamart con el fin de incorporar el procesamiento analítico (OLAP) de las bases de datos y mostrar los beneficios de esta. El objetivo del trabajo fue diseñar e implementar una base de datos diseñada y estructurada principalmente para el soporte de toma de decisiones en el Departamento de Manteniemiento e Instalaciones. Se desarrolló una herramienta que asegure el acceso eficiente a los datos agrupados desde distintos orígenes; permitiendo con ello, lograr un análisis adecuado de los datos por volumen y distribuirlos por distintos filtros como fechas, ubicaciones, trabajadores, materiales, solicitudes de servicio, entre otros y dar la facilidad a la gerencia para que interprete mejor dicha información. De igual modo, el proyecto permite a la alta dirección clasificar y estudiar la información desde sus propios puntos de vista gracias al nivel de detalle considerado. Seguidamente, tomar mejores decisiones a nivel de gestión en relación a los mantenimientos e instalaciones. Finalmente la metodología de Ralph Kimball logro guiar exitosamente toda la construcción de la solución.";2016
Universidad Nacional de San Antonio Abad del Cusco;Diseño e implementación de una herramienta case para la metodología programación extrema;Polo Soto, Omar;Ingeniero Informático y de Sistemas;Alzamora Paredes, Robert Wilbert;El presente trabajo de tesis realiza el diseño e implementación de una herramienta CASE (Computer Aided Software Engineering o Ingeniería de Software asistida por computadora) para apoyar en las labores de planificación, monitoreo y documentación de un determinado equipo de trabajo que utilice la metodología ágil denominada programación extrema durante la elaboración de un determinado proyecto de desarrollo de software. Permite comprender el ciclo de vida, hacer uso de los artefactos de la metodología de manera computarizada, aplicar las prácticas de la metodología , así como integrar al equipo de trabajo según sus respectivos roles durante el desarrollo del proyecto de modo que pueda ser de gran utilidad sin entrar en contradicción con los principios establecidos en el manifiesto ágil o los valores propios de la metodología, teniendo como resultado información estadística del proyecto y documentación que sustente al mismo.;2016
