Universidad;Titulo;Autor;Grado;Asesor;Resumen;Año
Universidad Nacional Mayor de San Marcos;Segmentación de clientes activos de una entidad financiera empleando el algoritmo de K-means y árbol de decisión;Cisterna Molloco, César Enrique;Licenciado en Estadística;Roque Paredes, Ofelia;"Actualmente la Institución Financiera ha identificado a clientes según su interacción con
los canales físicos y digitales, entre clientes activos (42%) y clientes inactivos (58%), por lo cual
es fundamental poder realizar acciones comerciales diferenciadas sobre este universo de clientes.
Se define como cliente activo a aquel cliente que realizó operaciones monetarias y no
monetaria por canales digitales del banco dentro de los últimos seis meses o que realizan sus
operaciones en canales físicos dentro de los últimos seis meses.
Debido a ello las áreas de negocio encargadas de realizar las campañas, decidieron priorizar
la acción comercial en los clientes activos, lo cuales son alrededor de un millón setecientos mil
clientes de manera mensual. Sin embargo, se desea realizar diferentes acciones comerciales según
el perfil de los clientes activos puesto no todos tienen el mismo perfil.
Por lo cual, el presente trabajo consiste en la segmentación de clientes activos, el cual se
desarrolló dentro del área de Business Analytics, área encargada del perfilamientos y
segmentaciones de los clientes. Y mediante la segmentación, los responsables del negocio podrán
realizar acciones comerciales que permitan gestionar los KPI’s establecidos, que son el cross, el
uso de tarjetas de crédito o débito y el aumento del uso de los canales digitales.
Esta segmentación permite conocer de manera acertada el perfil de los clientes activos,
lo que permitirá ofrecer productos que calcen con las necesidades de los clientes activos,
permitiendo incrementar sus KPI’s.";2021
Universidad Nacional Mayor de San Marcos;Modelos de machine learning para identificar factores asociados a la adquisición de un crédito efectivo en una entidad financiera;Chávez Panduro, André Omar;Licenciado en Estadística;Roque Paredes, Ofelia;"Interbank (Banco Internacional del Perú, S.A., es una de las principales instituciones financieras
del Perú, compañía del Grupo Intercorp, conglomerado de empresas multinacionales de origen
peruano que abarca sectores como banca, seguros, retail y demás, distinguida por tener como
principales pilares el uso de la analítica avanzada de datos, con lo cual intenta llegar a sus clientes
de manera más contextual y asertiva; la digitalización que en el actual contexto facilita y permite
que las personas puedan hacer cualquier tipo de transacción de manera no presencial y con la
misma seguridad de siempre y por último la visión central en el cliente, con lo cual buscamos que
éste sea el centro de todas nuestras acciones ofreciéndole los mejores productos y ofertas cuando
lo requiere y con lo antes mencionado acompañarlo a cumplir sus metas y sueños.
La sociedad actual vive en contextos volátiles, inciertos, complejos y ambiguos, por éste motivo
del lado de los clientes cada vez solicitan productos más personalizados, en el momento oportuno
y de la manera más accesible, a su vez del lado de la institución financiera tiene de ofrecer el
producto idóneo, entendiendo la necesidad del cliente asegurando la relación a largo plazo de
ambas partes. En éste contexto se pone énfasis en el producto crédito efectivo, el cual consiste en
darle un préstamo monetario a los clientes con la particularidad de que éste crédito es parte de su
línea de tarjeta de crédito consiguiendo buenos niveles de rentabilidad.
Por ende el objetivo del siguiente trabajo es identificar los principales factores que determinan o
motivan la aceptación de un crédito efectivo, para así considerarlos en la identificación de los
clientes con mayor necesidad del producto e incluirlo en las campañas comerciales para su correcta
gestión. Se aplicaron los modelos de machine learning, de aprendizaje supervisado para
clasificación, xgboost y lightgbm para la identificación de los factores que determinan la
aceptación del producto financiero obteniendo como resultados: el total de campañas o
iteracciones con el cliente, el monto asignado para disposición de efectivo, la puntuación de riesgo
de crédito del cliente además de variables sociodemográficas como edad del cliente, región de
residencia y el género de la persona.";2021
Universidad Nacional Mayor de San Marcos;Análisis de supervivencia para proyectar la deuda en default de la cartera de tarjetas de una entidad financiera;Canlla Linares, Jashir Alejandro;Licenciado en Estadística;Fiesta Flores, Roberto carlos;"La probabilidad de incumplimiento de los clientes morosos en el sistema financiero es
estimada por distintos métodos estadísticos clásicos, dependiendo de la entidad financiera y
el tipo de cliente analizado. En este trabajo se desarrolla el análisis de supervivencia para
estimar la probabilidad de default de la cartera de tarjetas de una entidad financiera peruana.
Además, se realiza un backtest de las probabilidades de default estimadas, para evaluar el
modelo con el comportamiento real de la cartera de tarjetas en el año 2020.
Se encontró que al mes 6 de maduración de los desembolsos de la cartera de tarjetas se
evidencia la máxima expresión de la probabilidad de incumplimiento para luego en meses
posteriores descender lentamente. Finalmente se utilizan las probabilidades estimadas por la
función de riesgos para proyectar la deuda en default de los desembolsos de la cartera de
tarjetas para el presupuesto del año 2021, utilizando un análisis de cosechas y obteniendo el
monto total de default proyectado en una ventana de tiempo de 12 meses.";2021
Universidad Nacional Mayor de San Marcos;Modelo de árbol de decisiones para la segmentación de ejes en el estudio de la Probabilidad de Default en una entidad financiera;Ñique Chacón, Carmen Ismelda;Licenciado en Estadística;Robles Villanueva, Oscar Antonio;"En este trabajo se desarrolla los factores que influyen en la predicción de la Probabilidad de
default (PD) en una entidad financiera, el principal objetivo del trabajo es encontrar perfiles
relevantes que perfilen la PD y para ello se recurre al modelo de árbol de decisiones. Se
analizaron aproximadamente 206 mil contratos de una cartera en específico de la entidad
financiera y es con esta población que se realiza el modelo, la variable a predecir es el tipo
de contrato (bueno, malo) presentando un desbalance en las categorías, buenos representa el
90% y malos el 10%. El modelo elegido fue aquel que necesito de realizar un balanceo de
clases; los resultados obtenidos fue un modelo con un accuracy del 72% y un F1 score de
65% para los contratos malos, el árbol presenta una profundidad de 7, proporcionando
granularidad en los perfiles hallados. Finalmente se detectaron 3 variables importantes tales
como los días de vencimiento del contrato, el buro cliente con el que es evaluado el contrato
y el plazo residual.";2021
Universidad Nacional Mayor de San Marcos;Análisis comparativo de modelos de pronóstico ARIMA y XGBoost aplicados a las series mensuales de ventas en una empresa certificadora;Villafuerte Chacnama, Frank Fernando;Licenciado en Estadística;Norabuena Figueroa, Roger Pedro;"Para una conocida empresa en certificaciones a nivel nacional e internacional, es importante
hacer un seguimiento de las ventas de las diferentes unidades de negocio, además, de contar con
estimaciones para poder tomar decisiones en cuanto a la ejecución presupuestal, asimismo,
permite tener una forma de medir el performance que va teniendo la empresa en ventas. En este
trabajo se realiza una comparación del poder predictivo de modelos de series de tiempo aplicados
en las ventas históricas de la empresa, utilizando como base teórica el enfoque de dominio de
tiempo (Box y Jenkins) con el modelo ARIMA y el uso del algoritmo XBGoost, utilizando los
indicadores de evaluación para seleccionar aquel modelo que permita obtener mejores
pronósticos para tener una mejor previsualización de ventas en los próximos meses, y en base a
esto, tomar las mejores decisiones en cuanto la asignación presupuestal, conocimiento de
performance en ventas, etc.";2021
Universidad Nacional Mayor de San Marcos;Análisis comparativo de series de tiempo para proyectar las ventas en las jerarquías de calzado en una empresa del sector retail;Ancco Yaurimucha, Tatiana Diana;Licenciado en Estadística;Roque Paredes, Ofelia;"La empresa es un retail que se ha convertido en un onnicanal de moda que ofrece
diferentes productos no solo de marca propia, sino que también se encuentra asociada con la
venta de otras marcas, con la creciente ventas que ha tenido la empresa debido a las tiendas que
se han aperturado y la venta online surge la necesidad de tener un mayor control del stock
mediante una compra de productos más aproximada a la venta de acuerdo con la temporada. Para
resolver esta problemática se ajustaron dos modelos de series de tiempo a las ventas histórica,
obteniendo como resultado el modelo que se ajusta mejor a los datos es la red neuronal
autorregresiva NNAR, ya que presenta menores errores en la data de prueba comparado con el
modelo exponencial ETS (MSE: 91816215; RMSE: 9582.08; MAE: 9570.71; WAPE: 0.2095761;
SMAPE: 0.0780359). Finalmente, a estas proyecciones se les distribuye a las diferentes
jerarquías de venta de acuerdo con las participaciones de venta del año anterior.";2021
Universidad Nacional Mayor de San Marcos;Estudio de la morbilidad en menores de cinco años en el Perú, utilizando análisis multivariante y análisis exploratorio de datos espaciales;González Cusi, Bryan Martin;Licenciado en Estadística;Solano Dávila, Olga Lidia;"Se plantea una aplicación del análisis exploratorio de datos espaciales, más conocida por sus siglas (AEDE) (Chasco, 2003) para identificar y analizar el tipo de patrón espacial que siguen los casos de pacientes
con IRAS, EDAS, desnutrición y anemia ferropénica en niños menores de 5 años que fueron atendidos en el Ministerio de Salud del Perú (MINSA) en el año 2017. Los resultados mostraron que las cuatro enfermedades en niños menores a 5 años se encuentran distribuidos de forma no homogénea en el Perú en el año 2017.
Mediante el Mapa de LISA y el Índice de Moran se descubrió la existencia de clústeres
significativos de departamentos con altas tasas en las cuatro enfermedades
estudiadas. Para los casos de IRAS, EDAS, desnutrición y anemia ferropénica se
destacan los departamentos de Lambayeque, Ucayali, Loreto y Ayacucho
respectivamente. Con el uso de la técnica de clúster jerárquico se procedió a agrupar las enfermedades
de 3 maneras diferentes, en primer lugar, sin considerar sexo, luego solo a las niñas y
por último solo a los niños, obteniéndose agrupaciones de clúster muy similares en los
tres casos.";2021
Universidad Nacional Mayor de San Marcos;Comparación de los modelos de regresión ordinal según su capacidad predictiva de la percepción de los padres de familia acerca de la calidad educativa escolar;Araujo Risalve, Hagler Brown;Licenciado en Estadística;Adriazola Cruz, Rosa Ysabel;"El presente trabajo es de tipo aplicativo y de diseño no experimental de corte
transversal. Se analizó la variable dependiente capacidad predictiva de los
modelos de regresión ordinal de categorías adyacentes y acumulativo de
ventajas proporcionales, utilizando como variable interviniente a la percepción
de la calidad educativa escolar en el colegio Cristo Rey Salvador UGEL 06 Ate Vitarte, Lima.
Para la estimación de los modelos de regresión ordinal de categorías
adyacentes y acumulativo de ventajas proporcionales se utilizó los datos de
una muestra de entrenamiento el cual está conformada por los padres de
familia de los alumnos de secundaria del centro educativo, posteriormente
mediante una muestra de validación se comparó la capacidad predictiva de
ambos modelos estimados, prediciéndose para esto la percepción de la calidad
educativa escolar, obteniéndose que la capacidad de predicción, obtenida
como el porcentaje de predicciones correctas es la misma, utilizando ambos
modelos de regresión ordinal.";2020
Universidad Nacional Mayor de San Marcos;Estimación de las componentes de una serie de tiempo mediante Regresión Armónica Dinámica;Olivera Kalafatovich, Ruth Maly;Licenciada en Estadística;Medina Merino, Rosa Fátima;En el estudio presentado a continuación, se buscó identificar y estimar las componentes no observables de la serie de tiempo temperatura superficial del mar frente a las costas de Tumbes mediante un modelo de regresión armónica dinámica (DHR) con espacio-estado estocástico”. Para realizar la estimación se utilizó el filtro de Kalman y algoritmos fijos de intervalo suavizado. Asimismo, se trabajó con un método de optimización en el dominio de frecuencias para estimar la varianza del ruido blanco y otros hiperparámetros. En los resultados se consiguió la identificación de las componentes no observadas de la serie y su representación a través de los modelos de regresión armónica. Como tal, se definió que el modelo Ar(13) Ma(1) es el modelo que más se ajusta a la serie de tiempo con la que se trabajó, ya que presenta valores mínimos de AKAIKE, Schwarz Criterion, Hannan Quinn y las autocorrelaciones de los residuos se encuentran dentro de las bandas de confianza.;2021
Universidad Nacional Mayor de San Marcos;Caracterización del trabajo infantil en el Perú 2019, usando árboles de decisión;Caballero Rodriguez, Keith;Bachiller en Estadística;Cambillo Moyano, Emma Norma;"Caracteriza el trabajo infantil en el Perú en el año 2019  El trabajo de investigación es no experimental, descriptivo y correlacional transversal. La fuente secundaria fue extraída de la ENAHO 2019 con la
cual la muestra conformaba 29962 menores de 5 a 17 años con registros completos de
6,872,105 como población. Se realizó la prueba de chi cuadrado y estadísticos
univariados como bivariados, además de aplicar el modelo de árboles de decisión
CART encontrando las variables más importantes. En base al modelo de árboles de clasificación se encontró que los perfiles asociados los trabajadores infantiles son en su mayoría aquellos que poseen
primaria incompleta, viven en hogares cuyo jefe de hogar realiza actividades de
agricultura, silvicultura y pesca, localizados en las regiones de Áncash, Apurímac,
Cajamarca y Huancavelica; se ubican en la costa norte, sierra y selva, un grupo
menores de 10 a 11 años; en adición a menores de 9 años que viven en las regiones de
Cusco y Pasco. Se obtuvo que la región del hogar de residencia del menor, la edad,
el último nivel de estudios aprobado y la actividad realizada por el jefe(a) de hogar
son los más importantes predictores para caracterizar el trabajo infantil, además de
encontrar un modelo no paramétrico e interpretable con una sensibilidad 0.72 el cual
representa un 72 % de trabajadores infantiles que fueron clasificados correctamente
como trabajadores.";2021
Universidad Nacional Mayor de San Marcos;Ensayos clínicos con actualización del tamaño de muestra: una aplicación en el análisis de supervivencia;Cárdenas González, Rogger Paúl;Licenciado en Estadística;Agüero Palacios, Ysela Dominga;Busca evitar que el paciente este expuesto innecesariamente a tratamientos ineficaces o inferiores, además de un ahorro en el tiempo de estudio y costos originados por los estudios diseñados con un número fijo de pacientes y/o eventos y periodo, es conveniente ajustar el tamaño de muestra y/o la duración del estudio secuencialmente, utilizando información del estudio actual en las etapas intermedias, asegurando una potencia adecuada para detectar una diferencia clínicamente significativa entre tratamientos, mientras se mantiene la tasa de error tipo /. Se estudia un diseño flexible de actualización del tamaño de muestra para ensayos clínicos con datos de supervivencia censurados, considerando que los pacientes ingresan secuencialmente al estudio con entradas escalonadas durante un periodo de reclutamiento, utilizando una estadistica de prueba no-paramétrica de rango lineal ponderado, correspondiente a una prueba log-rank. Se realiza estudios de simulación de Monte Cado para estimar el tamaño empírico, potencia empírica, número promedio de eventos y duración promedio del estudio, y con ello evaluar el performance del diseño flexible comparado con la prueba log-rank usual con diseño de muestra fijo. Dando como resultado que el diseño flexible es más conveniente comparado al diseño de muestra fijo, manteniendo la tasa de error tipo I y asegurando una potencia adecuada, e incluso ganando más potencia).;2011
Universidad Nacional Mayor de San Marcos;Análisis de la percepción y expectativas del sector industrial manufacturero, empleando análisis de correspondencia múltiple;León Lluque, Helem Harim;Licenciada en Estadística;Nolberto Sifuentes, Violeta Alicia;Manifiesta que las encuestas de opinión son investigaciones que han alcanzado una sólida posición e importancia en países desarrollados, ya que se les reconoce una gran capacidad predictiva, constituyéndose como un recurso indispensable para orientar las decisiones de las personas involucradas en la economía u otras actividades, sean del sector público o privado. Por ello, con la finalidad de estudiar en forma conjunta los datos, se utilizan diversas técnicas multivariantes según el tipo de escala de medición. La ilustración que se presenta es el Análisis de la Percepción y Expectativas del Sector Industrial Manufacturero, para el cual se utilizó el Análisis de Correspondencia Múltiple, a fin de conocer las expectativas del sector empresarial de la industria manufacturera con relación a la evolución de la actividad económica del país y de su propio sector.;2008
Universidad Nacional Mayor de San Marcos;Factores que caracterizan a los estudiantes sanmarquinos de pregrado que trabajan, y que influyen en su bajo rendimiento académico;Chumpitaz Vásquez, Miguel Angel;Licenciado en Estadística;Ponce Aruneri, María Estela;Busca investigar la relación entre dicha situación con algunos aspectos socioeconómicos, demográficos y académicos de los estudiantes sanmarquinos de pregrado. Para cumplir con los objetivos de investigación no sólo se utilizó el análisis de tablas de contingencia, sino además dos métodos multivariantes uno exploratorio y otro confirmatorio- En primer lugar, el análisis de correspondencia múltiple para caracterizar a los estudiantes de pregrado que trabajan y en segundo lugar el análisis de regresión logística para encontrar dos modelos, uno que permita explicar la situación laboral y otro el rendimiento académico de los estudiantes de pregrado. La información con la que se trabajó corresponde a los datos del Censo Universitario Sanmarquino 2002, para lo cual seleccionamos una muestra de 718 estudiantes de pregrado. Para analizar los datos se utilizaron los siguientes softwares estadísticos, SPSS, STATISTICA además del programa EXCEL.;2003
Universidad Nacional Mayor de San Marcos;El análisis factorial confirmatorio como un método para la medición de la percepción de una distribuidora industrial;Flores Chamba, Juan Carlos;Licenciado en Estadística;Bravo Quiroz, Antonio;Presenta los fundamentos teóricos del análisis factorial confirmatorio con el objetivo de medir la percepción de una distribuidora industrial. Se empleó un tipo de enfoque como alternativa para la reespecificación del modelo cuando se observan estimaciones que exceden los límites aceptables, determinando así el número de factores y el subconjunto de variables observables asociado a cada factor mediante pruebas estadísticas. Se completa el trabajo con una aplicación utilizando los paquetes estadísticos SPSS 18 y STATISTICA V.7.;2012
Universidad Nacional Mayor de San Marcos;Estimación no paramétrica para datos con eventos recurrentes;Huamaní Ñahuinlla, Percy;Licenciado en Estadística;Bravo Quiroz, Antonio;"Cuando se estudia el análisis de supervivencia generalmente lo hacemos para eventos que
ocurren por única vez para cual es muy útil el estimador de Klapan Meier para estimar la
función de supervivencia. Sin embargo, cuando tenemos el caso de eventos que ocurren
varias veces para un mismo individuo u objeto necesitamos otros estimadores para la
función de supervivencia, es ahí donde nacen nuevos conceptos para el análisis de
supervivencia como por ejemplo, interocurrencia, tiempos correlacionados, modelos de
fragilidad, etc. Para realizar inferencia en este tipo de estudio, debe tener cuidado con los
tiempos de interocurrencia ya que muchas veces estos tiempos no son independientes, si no
tenemos en cuenta este hecho, se pueden obtenerse estimadores sesgados e ineficientes. En
el caso de independencia, podemos usar el Estimador General Limite de Producto (GPLE),
por otra parte para modelos con tiempos correlacionados debemos utilizar otros
estimadores como Wang-Chang (WC) y modelos de Gamma de Fragilidad (FRMLE).
El objetivo que se persigue en este trabajo de investigación, es estimar la función de
supervivencia a través de los estimadores no paramétricos para eventos que ocurren más de
una vez. La aplicación de los estimadores en la base de datos de Complejo Migratorio
Motor (CMM) que fue elaborado por Aalen y Husebye en 1991 y que actualmente se
encuentra en la consola de R Project, en dicho base de datos se aplica los estimadores de Wang-Chang y Peña-Strawderman-Hollander de modo independiente, los resultados de
ambas estimaciones son muy similares por lo que el método de análisis no afecta en los
resultados siempre y cuando los tiempos de interocurrencias son independientes, en el caso
de datos con tiempos correlacionados es recomendable sólo utilizar el estimador de Wang-Chang.";2011
Universidad Nacional Mayor de San Marcos;Aplicación del análisis factorial al sector microfinanciero en el Perú en el año 2010;Huerta Ayala, Noelia;Licenciada en Estadística;Montes Quintana de Domínguez, Grabiela Yolanda;"Describe cómo el funcionamiento de la
micro y pequeña empresa en el Perú se ha estado desarrollando en forma creciente y
escalonada en los últimos años, y que no sólo las entidades especializadas en este
segmento focalizan sus esfuerzos para dar servicios financieros a los micro y
pequeños empresarios, sino que la mayoría de instituciones que podríamos denominar
“banca tradicional” han redireccionado su atención a éste sector emergente y
utilizando el know how de la tecnología crediticia microfinanciera, buscan la
bancarización trabajando con personas de los sectores de más bajos ingresos, que
hasta hace poco tiempo no eran sujetos de crédito ni mucho menos tenían
posibilidades de desarrollar sus negocios y, consecuentemente, mejorar su calidad de
vida. Así, a lo largo de esta investigación, se realiza un diagnóstico del macro y
microentorno del sector microfinanciero, su evolución, expectativas para una mayor
presencia en el mercado financiero peruano y los factores que llevaron a este
crecimiento al sector microfinanciero, asimismo se examina el desarrollo de la
tecnología crediticia, donde el análisis de la capacidad y voluntad de pago son la base
fundamental para la evaluación de créditos en las empresas especializadas en este
sector.";2012
Universidad Nacional Mayor de San Marcos;Evaluación de la confiabilidad y validez del cuestionario índice de insatisfacción laboral del usuario interno en el Hospital Nacional Arzobispo Loayza;Muñoz Tejada, Sherly Melissa;Licenciada en Estadística;Nolberto Sifuentes, Violeta Alicia;Presenta una propuesta de encuesta que forma parte de un conjunto de instrumentos para la evaluación y monitoreo de la gestión de la calidad en el Hospital Nacional Arzobispo Loayza. El instrumento índice de satisfacción laboral del usuario interno recoge información sobre las percepciones que tienen los trabajadores de su ambiente de trabajo, y que se traduce generalmente en la satisfacción o insatisfacción en relación a lo que espera de la organización y lo que percibe de ella. El objetivo es validar el cuestionario, para ello se verificará la validez (análisis factorial) y la confiabilidad (Alpha de Cronbach). Los resultados muestran que a pesar de tener una confiabilidad del 92% (subestimado por el número de categorías), el instrumento no es adecuado, ya que la estructura que presenta es muy dispersa (no conformaban las dimensiones del cuestionario). En este sentido se realizó un análisis ítem por ítems verificando el nivel de confiabilidad y optimizando las dimensiones, sin perder en gran parte la estructura inicial, obteniendo una propuesta de cuestionario con menos dimensiones válidas y un nivel de confiabilidad adecuado.;2009
Universidad Nacional Mayor de San Marcos;Estimación de la edad promedio de los pacientes con cáncer gástrico hospitalizados en el INEN en el año 2004;Cruzado Burga, José Francisco;Licenciado en Estadística;Sin registro;Estima la edad promedio de los pacientes con cáncer gástrico hospitalizados en el INEN en el año 2004, mediante el método de estimación Jackknife. El muestreo se realizó en el INEN con los pacientes que fueron hospitalizados el año 2004, para determinar la fecha en la que por primera vez se detecta al paciente el cáncer se revisó las historias clínicas. Para determinar la edad promedio se aplicó la teoría clásica y el método Jackknife, fue con este último donde se obtuvo una estimación más precisa de la edad promedio alcanzando;2009
Universidad Nacional Mayor de San Marcos;"Estudio y aplicación de los modelos ARFIMA en el análisis de la serie de tiempo ""Importación de bienes de consumo en el Perú""";Araujo Salas, Genaro Humberto;Licenciado en Estadística;Kraenau Espinal, Erwin;"Presenta una aplicación de los modelos ARFIMA a la serie de tiempo “Importación de bienes de consumo en el Perú (en millones de dólares)”. En los conceptos básicos se repasa la teoría de los modelos bajo el enfoque del dominio del tiempo (modelos ARIMA) y bajo el enfoque del dominio de frecuencia, para contextualizarnos antes de entrar a la teoría de los modelos ARFIMA; se presentan herramientas alternativas para detectar la característica de memoria larga para poder decidir cuál de ellas utilizar, se desarrolla la teoría correspondiente a los modelos ARFIMA en la cual se verán los métodos para estimar el parámetro de diferenciación fraccional y luego se desarrolla la aplicación para luego obtener pronósticos, comentar los resultados y dar las conclusiones del caso.";2009
Universidad Nacional Mayor de San Marcos;Modelo de respuesta aleatorizada: una aplicación a estudiantes de la Facultad de Ciencias Matemáticas de la Universidad Nacional Mayor de San Marcos;Canseco Valdez, Patricia Gianina;Licenciada en Estadística;Solano Dávila, Olga Lidia;"Presenta la teoría y la aplicación del modelo de respuesta aleatorizada. El modelo de respuesta aleatorizada estratificada propuesto por Kim y Elam (2003) se aplicó en una encuesta realizada en la Facultad de Ciencias
Matemáticas, para investigar el comportamiento de los jóvenes con respecto a las drogas, sexo, alcohol y hurto, estos resultados fueron comparados con el Método Convencional de entrevista directa. La población en estudio comprende a los alumnos matriculados en el semestre 2009-II.";2009
Universidad Nacional Mayor de San Marcos;Clasificación de tumores de mama usando métodos estadísticos;Zúñiga Vilca, Carla Patricia;Licenciada en Estadística;Cárdenas Rojas de Peche, Ana María;Clasifica la presencia de tumores malignos y benignos en la detección de cáncer de mama en los pacientes del Hospital de la Universidad de Wisconsin a través de las características de las células, usando métodos estadísticos de clasificación. Los métodos estadísticos que se utilizarán para la clasificación de los tumores benigno y maligno en cáncer de mama son: análisis de regresión logística, y redes neuronales artificiales. Una vez obtenida la clasificación por estos dos métodos, se realizará una comparación y se verificará qué método nos da una mejor clasificación.;2009
Universidad Nacional Mayor de San Marcos;Aplicación de la regresión logística ordinal en el estudio de la relación entre la satisfacción personal y algunos trastornos depresivos en mujeres unidas o alguna vez unidas de Lima Metropolitana y Callao, 2002;Quispe Quispe, Lizet Nevenka;Licenciada en Estadística;Agüero Palacios, Ysela Dominga;"Expone que el modelo de regresión logística ordinal es una técnica estadística de creciente uso en investigaciones de diversas áreas como Ciencias de la Salud y Educación, esta técnica es la más adecuada y práctica para analizar los efectos de un conjunto de variables explicativas sobre una variable respuesta, medida en escala ordinal. El objetivo principal del presente trabajo es estudiar y aplicar el modelo de regresión logística ordinal. Se presenta a continuación una revisión de tres modelos ordinales; categoría adyacente, razón de continuación y odds proporcionales, haciendo énfasis en este último. Se ilustra la aplicación en base a los datos del módulo de la mujer unida y alguna vez unida del Estudio Epidemiológico de Salud Mental de Lima Metropolitana y Callao 2002 buscando determinar la asociación entre la satisfacción con algunos aspectos de su vida y la prevalencia de trastornos depresivos y de ansiedad. Se obtuvo que todos los tipos de satisfacción bajo estudio se encuentran significativamente asociados a la presencia de depresión.";2009
Universidad Nacional Mayor de San Marcos;Exceso de ceros en el análisis de regresión Poisson. Aplicación al estudio de factores asociados con el número ideal de hijos en las mujeres peruanas en edad fértil;Cruz Reyna, Amanda;Licenciada en Estadística;Agüero Palacios, Ysela Dominga;Estudia los modelos de regresión para el caso en que las observaciones de la variable respuesta contiene un número excesivo de ceros y pretende ajustar un modelo para explicar el número ideal de hijos de las mujeres peruanas en edad fértil a partir de un conjunto de variables explicativas, utilizando los datos de la Encuesta Demográfica y de Salud Familiar ENDES – 2009. Cuando se tiene una variable de respuesta, en la cual, se observa la frecuencia (conteos) con que se presenta una característica de la población e interesa relacionarla con un conjunto de características observadas en la misma población, normalmente se ajusta un modelo de regresión Poisson, el cual, es un miembro de la familia de los modelos lineales generalizados. Una característica de los modelos de regresión Poisson es que la varianza de la componente aleatoria es igual a la esperanza más un parámetro de escala, el cual se asume que es igual a 1, es decir que existe equidispersión. Este supuesto implica que los datos observados no presenten sobre dispersión (>1) o sub dispersión (<1). Cuando la muestra observada presenta una elevada cantidad de ceros en la variable respuesta, el supuesto de equidispersión puede verse afectado, por lo tanto, el modelo de regresión Poisson no se ajusta adecuadamente a los datos observados, puesto que pierde potencia. Por lo tanto, es necesario utilizar otros modelos de regresión que no sean afectados o por lo menos, sean menos afectados por este problema. En el caso en que no sea conveniente utilizar el modelo de regresión Poisson, por el problema antes mencionado, existen varios modelos alternativos tales como la regresión binomial negativa y el modelo de regresión Hurdle que son menos conocidos y utilizados que el modelo de regresión Poisson.;2011
Universidad Nacional Mayor de San Marcos;Predicción de los potenciales beneficiarios del Programa Juntos a través del modelo de regresión logística binaria: caso Apurímac;Marquez Bobadilla, Edith;Licenciado en Estadística;Nolberto Sifuentes, Violeta Alicia;"Presenta un análisis del conjunto de variables
recopiladas en el censo aplicado por el Programa Juntos en cuyo cuestionario
se recoge características socioeconómicas de los distritos más pobres del
departamento de Apurímac. Se utiliza el modelo de regresión logística binaria
para determinar las covariables que mejor predicen a los hogares en extrema
pobreza, los cuales serán potenciales beneficiarios del Programa Juntos.";2009
Universidad Nacional Mayor de San Marcos;Estimación no paramétrica de la función de regresión mediante funciones kernel;Paniora Ceron, Lucio;Licenciado en Estadística;Kraenau Espinal, Erwin;"Se presenta los fundamentos teóricos de la regresión no paramétrica utilizando las funciones
Kernel, como una alternativa más flexible en los casos en que la variable respuesta y variables
explicativas no cumplen los supuestos que exige los modelos paramétricos o a menudo no se
logra captar el comportamiento de los datos en todo el campo de variación de las variables
explicativas, la estimación no paramétrica explota la idea de suavizado local, que solamente
utiliza las propiedades de continuidad o diferenciabilidad local de la función a estimar, se
completa el trabajo con una aplicación utilizando el paquete KernSmooth de R.";2012
Universidad Nacional Mayor de San Marcos;Determinación de los factores asociados con la desnutrición crónica infantil en niños menores de 5 años utilizando Regresión de Poisson;Gaspar Revolledo, Ana Isabel;Licenciada en Estadística;Kraenau Espinal, Erwin;"Realiza un análisis de la desnutrición crónica en niños menores de 5 años de edad y su relación con variables como: sexo del niño, edad del niño, nivel de instrucción de la madre, la familia cuenta con seguro de salud, índice de riqueza de la familia, región natural en donde reside la familia (Lima Metropolitana, resto de Costa, Sierra, Selva), utilizando el modelo de Regresión Poisson. Se analizaron los resultados (resúmenes) obtenidos de diversos estudios realizados principalmente de la Encuesta Demográfica y de Salud familiar ENDES 2007, así como los resultados del Informe Principal de la Encuesta Demográfica y de Salud familiar ENDES continua 2004 – 2006, cuyos resultados de la aplicación de la regresión Poisson se pudo observar como factores de riesgo que presentan los niños menores de 5 años de edad se da cuando el niño(a) inicia el segundo año de edad (1 año a más), así como el sexo del niño sea hombre; asimismo, en cuanto al aspecto familiar se presenta como factor de riesgo el nivel socioeconómico de la familia es bajo (pobre) y el lugar de residencia está ubicado en la Sierra o Selva de nuestro país.";2009
Universidad Nacional Mayor de San Marcos;Vectores autoregresivos (VAR): estudio de la dinámica de la inflación y el tipo de cambio en el Perú;Vásquez Sotero, Patricia Elizabeth;Licenciada en Estadística;Agüero Palacios, Ysela Dominga;"Analiza la dinámica de la relación entre las variaciones del tipo
de cambio (soles por dólar) y la tasa de inflación (nivel general de precios) de la
economía peruana en los últimos veinte años (datos trimestrales para el período,
mar. 1991 – set. 2011), utilizando el modelo de vectores autorregresivos (VAR).
La metodología para estimar los modelos VAR, propuestos por Sims (1980), para
abordar el problema de sobre especificación de modelos con variables económicas,
se basa en el análisis de Box-Jenkins (1976). Los resultados indican la existencia
de relación de causalidad bidireccional o simultánea entre el tipo de cambio y la
inflación en el corto plazo.";2011
