Universidad;Titulo;Autor;Grado;Asesor;Resumen;Año
Pontificia Universidad Católica del Perú;Diseño de un sistema de gestión de seguridad de información para una empresa inmobiliaria alineado a la norma ISO/IEC 27001:2013;Justino Salinas, Zully Isabel;Ingeniero Informático;Villena Aguilar, Moisés Antonio;La información, tanto digital como física, cumple un papel muy importante en una organización ya que actúa como activo principal y genera valor económico real para esta. Es por ello que toda información debe de ser protegida para que se encuentre accesible en tiempo y forma adecuados o, desde el punto de vista de seguridad de la información, conserve sus características de confidencialidad, integral y disponibilidad.;2015-06-04
Pontificia Universidad Católica del Perú;Gestión de vuelos de salida del Aeropuerto Internacional Jorge Chávez;Porras Quispe, Mariella Isabel;Ingeniero Informático;Cueva Moscoso, Rony;"En la actualidad la economía del Perú ha evolucionado satisfactoriamente llegando a ser
considerado un país en donde se puede hacer grandes inversiones. Uno de los sectores
que generan mayores ingresos es el sector Transporte y Comunicaciones, el cual
experimento un crecimiento del 5,33% el año 2013. El crecimiento del subsector
transporte, fue contribuido por el mayor tráfico aéreo de pasajeros y carga.
El Aeropuerto Internacional Jorge Chávez, el cual forma parte de este crecimiento debe
solucionar el problema de no contar con una adecuada gestión de control de tráfico
aéreo, el cual involucra el control, coordinación de los vuelos y asignación de puertas de
embarque.
Este problema se intensificó, debido a que en la actualidad el flujo aéreo se ha
incrementado generando que ya no se puedan mejorar las comunicaciones internas con
respecto a las coordinaciones de asignación y disponibilidad de puertas de embarque, así
como la asignación de turno de atención de cada uno de los vuelos de salida.
Para el desarrollo del proyecto se consideró la información en tiempo real proporcionada
por la herramienta Flight Tracking and Flight Status API. Esta información servía como
dato de entrada para el funcionamiento del algoritmo, el cual consideraba variables como
el tiempo promedio por pasajeros, tiempo promedio por carga, la disponibilidad de las
puertas de embarque, velocidad permitida del avión dentro del aeropuerto y un tiempo
extra considerado para evitar ciertos retrasos. La ejecución del algoritmo daba como
resultado un tiempo de inicio y fin de abordaje de cada uno de los vuelos programados
para el día. Asimismo, como parte del resultado, se podía ver el número de puerta de
embarque asignado a cada uno de los vuelos. Como parte del proceso considerado en el
proyecto, también se asignaban tareas a cada uno de los controladores aéreos de
acuerdo a la disponibilidad y a su horario de trabajo, teniendo en cuenta ciertos
estándares y recomendaciones establecidos por la Organización de Aviación Civil
Internacional. Por último, se generan reportes para la verificación de asignaciones de
vuelos a controladores y asignación de vuelos a puertas de embarque.
En conclusión, este proyecto ayuda a una mejor distribución del tiempo en el Aeropuerto
Internacional Jorge Chávez, brindando servicios en las horas programadas y sin retraso
alguno, cumpliendo estándares de calidad que son exigibles para el funcionamiento de un
aeropuerto.";2015-06-04
Pontificia Universidad Católica del Perú;Implementación de una aplicación móvil para el monitoreo de contenido y disponibilidad de servicios Web, servicio FTP y páginas Web;Otoya Florián, César Augusto;Ingeniero Informático;Daly Scaletti, Corrado Pablo Guillermo;"A lo largo de los años, se ha incrementado la cantidad de caídas de servicios
virtuales que funcionan vía internet por diversos motivos, desde problemas en
los equipos que los soportan hasta ataques informáticos. Asimismo, se ha
incrementado la necesidad de que estos servicios funcionen la mayor cantidad
de tiempo posible con el fin de aminorar las pérdidas que generan la caída de
los mismos.
Por ello, se han implementado soluciones de monitoreo de servicios virtuales con
el fin de tener conocimiento respecto al correcto funcionamiento del mismo.
Estas soluciones implementadas se dan de forma manual y automatizada,
siendo esta última la más eficaz. Además, se verificó que las soluciones
automatizadas encontradas son, en su mayoría, soluciones que requieren ser
instaladas en el mismo servidor donde se encuentra alojado el servicio virtual; o
son soluciones que envían alertas a un correo u otra vía de comunicación; sin
embargo, no se han encontrado soluciones móviles que permitan notificar el
comportamiento anómalo de servicios al administrador de los mismos.
Ante esto, en el presente proyecto de tesis se propone una solución
automatizada que permita el monitoreo de los servicios web en formato JSON,
servicios ftp y páginas web; que permita alertar al usuario a un dispositivo móvil,
con el fin de disminuir el tiempo en el que el usuario - administrador del servicio
- tarde en enterarse del comportamiento errado del mismo. Esta solución contará
con dos aplicaciones, una aplicación de servidor que realiza el monitoreo y envía
información y alertas a una aplicación móvil; y la aplicación móvil, desarrollada
para plataforma iOS, que permite visualizar el comportamiento del servicio virtual
durante el periodo monitoreado y que, además, alerta al usuario en caso el
servicio virtual no trabaje correctamente.";2015-06-04
Pontificia Universidad Católica del Perú;Herramienta de análisis y clasificación de complejidad de textos en español;Quispesaravia Ildefonso, André Raúl;Ingeniero Informático;Alva Manchego, Fernando Emilio;"La selección de textos es una de las responsabilidades principales de los profesores
dentro del planeamiento del orden de exposición a textos para sus alumnos. Debido a
la gran cantidad de textos disponibles y la diversidad de géneros y temas, esta tarea
demanda mucho tiempo y está ligada a aspectos subjetivos del evaluador. Esto es un
problema, sobre el cual proponemos una alternativa de automatización.
Se toma como proyecto la implementación de una herramienta de análisis y
clasificación de complejidad de tetos en español. Con ello se busca brindar una
alternativa automatizada al problema de escalabilidad en complejidad de textos. Esto
se refiere a la necesidad de tener un orden de textos evaluados por complejidad.
Para ello evaluamos la complejidad utilizando las métricas de Coh-Metrix adaptadas al
español. Este conjunto de métricas evalúa textos en inglés de acuerdo a los estudios
de coherencia y cohesión que los autores de Coh-Metrix desarrollaron.
En base a esta adatapación de Coh-Metrix se desarrolló un clasificador basado en
técnicas de aprenizaje de máquina y un conjunto de textos en español conformado por
fábulas y cuentos previamente clasificados. Finalmente estos componentes fueron
unidos en una herraamienta web para la accesibilidad pública de la herramienta
desarrollada.";2015-06-04
Pontificia Universidad Católica del Perú;Sistema de información para la recomendación de productos basado en patrones de comportamiento y localización visual de una canasta de productos en un supermercado;Vega Asto, Pedro Ahmed Kevin Gonzalo;Ingeniero Informático;Beltrán Castañón, César Armando;"Debido a las exigencias actuales del mercado peruano, los supermercados requieren una solución que les permite cubrir las necesidades de este mercado creciente con respecto a sugerencia de productos según el comportamiento del usuario, la ubicación de los productos y al tiempo que demanda a una persona ubicarlos a lo largo de todo el establecimiento.
Debido a esta necesidad es que se desarrolló un sistema de información que permita sugerir productos, en base a un historial mensual de compras, según el comportamiento del usuario al momento de adquirir un producto y las reglas de asociación que se obtengan de estos productos.
Este sistema también permite brindar la información de las ubicaciones exactas de los productos logrando así que estos ítems añadidos a una lista de compras puedan ser ubicados con mayor facilidad dentro del establecimiento seleccionado y en consecuencia con la lista de ítems se procede a calcular una ruta óptima de modo tal que se logre disminuir el tiempo al momento de ubicar los productos.
Por lo tanto el Sistema de Información propuesto será de gran ayuda para los clientes de los supermercados, quienes han identificado como mayores problemas la no adquisición de la totalidad de productos planificados en su compra debido al tiempo que demandas ubicarlos, al tiempo que el cliente destina a realizar sus compras. Adicionalmente las reglas de asociación encontradas, aparte de permitir sugerir ciertos productos a los clientes permitirán también tomar decisiones adecuadas para la reubicación de productos.";2015-06-04
Pontificia Universidad Católica del Perú;Método de extracción e identificación de lugares del mundo real en textos en español del género literario;Zevallos Franco, Melissa;Ingeniero Informático;Alva Manchego, Fernando Emilio;"En este proyecto de fin de carrera se ha escogido abarcar el tema de Turismo
Literario, resaltando principalmente la integración de una herramienta que ha existido
durante años, el libro, con las nuevas tecnologías de Reconocimiento de Entidades
Mencionadas (REM). Se propone implementar un método de extracción de lugares
que se encargue de procesar las obras literarias con la finalidad de identificar los
nombres de los lugares mencionados en dichos textos; para que éstos, finalmente,
sean validados en el mundo real con el apoyo de una librería de información
geográfica. Con el método implementado se va a obtener información, la cual puede
ser utilizada para la construcción de herramientas que permitan difundir y aprovechar
el Turismo Literario. Esta clase de turismo busca difundir los lugares reales que son
mencionados en las obras literarias Estos escenarios pueden ser parques,
restaurantes, pasajes, avenidas, entre otros lugares.";2015-06-04
Pontificia Universidad Católica del Perú;Diseño de un sistema de gestión de continuidad de negocios para una entidad estatal de salud bajo la óptica de la ISO/IEC 22301:2012;Cueva Murillo, María Fátima;Ingeniero Informático;Villena Aguilar, Moisés Antonio;"Actualmente, debido al entorno complejo, dinámico y competitivo en el que se desenvuelven las empresas – de cualquier envergadura – éstas deben ser capaces de responder ágilmente y adaptarse a las necesidades de los clientes ofreciendo continuamente productos y servicios que aseguren la calidad y confiabilidad de ellos, mediante la protección de su información, proceso, infraestructura y personal ante riesgos internos y externos con el fin de seguir manteniendo su operatividad y calidad sin afectar los productos y/o servicios brindados.
En el caso de las entidades públicas, se ha establecido la Resolución Ministerial Nº 28-2015-PCM que indica que todas las entidades estatales deben de cumplir los lineamientos para implementar la Gestión de Continuidad Operativa. Lo cual es clave en el sector salud, debido a que son éstas entidades las que deben responder no sólo de manera interna frente a algunos desastres de gran magnitud; sino que, debe ser capaces de responder a las necesidades de las empresas y personas que se han visto afectadas por el mismo, porque podrían requerir de sus servicios.
La presente tesis ha implicado una investigación de la ISO/IEC 22301:2012 para el análisis y diseño de un Sistema de Gestión de Continuidad de Negocios de una entidad estatal que permita cumplir con las legislaciones y normas a las que están supeditas las entidades estatales de salud y garantizar la continuidad de sus operaciones ante un evento negativo, recuperando y restaurando sus servicios y productos más críticos.";2015-06-04
Pontificia Universidad Católica del Perú;Diseño e implementación de un árbol de búsqueda concurrente para distribuciones de acceso no uniformes;Erquínigo Pezo, Walter Alfredo;Ingeniero Informático;Beltrán Castañón, César Armando;"En muchas aplicaciones de búsqueda de información se necesita una estructura eficiente que pueda almacenar y leer datos concurrentemente bajo el supuesto de que
 la distribución del acceso a dichos datos no es uniforme. Ejemplos son las memorias
 caché para aplicaciones Web o las mismas bases de datos. Existen soluciones para
 esto y cada una con un rendimiento diferente bajo ciertos entornos. Sin embargo, estas
 soluciones suelen estar basadas en un mismo tipo de árboles de búsqueda, los
 autobalanceados, por lo que tienen ciertas limitaciones en términos de concurrencia.
 En el presente trabajo se desarrollará una nueva estructura concurrente y escalable, la
 cual se basará en el árbol no autobalanceado de Van Emde Boas [1], y se realizarán
 experimentos para determinar su rendimiento en comparación con el de otras estructuras comúnmente usadas. Finalmente, se determinar´a bajo qué circunstancias es útil.
 Esta estructura la llamaremos UHTree (Unicursal Hexagram Tree).";2015-06-04
Pontificia Universidad Católica del Perú;Análisis, diseño e implementación de un sistema de información para la gestión del uso de agua en zonas agrícolas del Perú;Oroya Calderón, Pamela Daisy;Ingeniero Informático;Aguilera Serpa, César Augusto;"A lo largo del tiempo, la tierra ha ido sufriendo diversos cambios causados por terremotos, erupciones volcánicas, cambios climáticos, entre otros. Los cambios climáticos han sido causados en gran medida por el incremento de la temperatura mundial; y en los últimos años que se ha visto afectado por la industrialización. Entre los sectores que se han visto más afectados a nivel mundial se encuentra la agricultura, sector en el cual el agua desempeña un papel fundamental para el logro de sus objetivos. La agricultura en el Perú no ha sufrido aún las consecuencias del cambio climático; pero considerando la escasez mundial del agua se han ido tomando medidas con el fin de realizar un uso eficiente del recurso hídrico.
Ante la gran demanda de usuarios de agua en el sector agrícola, existen a nivel nacional organizaciones de usuarios de agua agrupadas en Juntas, Comisiones y Comités, cada uno con mayor cantidad de funciones que otra, las cuales han sido creadas con el fin de regularizar la venta y uso del recurso hídrico el cual se encuentra en peligro de escasez.
El manejo de información en estas organizaciones se realiza de forma manual y de forma descentralizada el cual ocasiona problemas al momento de querer obtener información sobre el recurso hídrico, por ello, se propone un sistema de información que provea la información sobre la gestión de este recurso de forma centralizada, fiable y completa.
El sistema de información propuesto, servirá como una herramienta de apoyo para las organizaciones de usuarios de agua ya que les permitirá realizar un mejor control sobre el recurso además de permitir al ente regulador en el Perú de tener una visión global sobre el uso del recurso hídrico.";2015-05-28
Pontificia Universidad Católica del Perú;Implementación de un algoritmo recocido simulado para el diseño de rutas de transporte público para Lima centro;Barrantes Ríos, Walter Alonso;Ingeniero Informático;Bejarano Nicho, Gissella María;"El sistema de transporte público en muchos países es un servicio muy utilizado por
personas que desean movilizarse. Sin embargo, un servicio tan utilizado por lo general
tiene problemas que causan deficiencias tales como el tiempo de viaje de alto, la
cobertura ineficiente de la demanda de transporte y alta congestión de tráfico. Tener una
red de rutas de transporte eficaz, que permita a las personas a movilizarse rápidamente y
cubra tanta demanda como sea posible de manera eficiente, es muy importante para la
estructura social y económica de las áreas urbanas.
El problema de Diseño de Rutas de Tránsito es un problema NP-difícil, el cual se enfoca
en ""la optimización de una serie de objetivos que representa la eficiencia de la red de
transporte público bajo limitaciones operativas y de recursos"" (Guihare, Hao 2008).
Básicamente, el diseñar una red de rutas de transporte público intenta minimizar (o
maximizar) algún tema objetivo deseado bajo diferentes restricciones, que reflejan los
requisitos de rendimiento del sistema y / o limitación de recursos (Fan, Machemehl 2006).";2015-05-27
Pontificia Universidad Católica del Perú;Prototipo computacional para la detección y clasificación de expresiones faciales mediante la extracción de patrones locales binarios;Cama Castillo, Yulian André;Ingeniero Informático;Beltrán Castañón, César Armando;"La expresión facial es uno de los medios más comunes y naturales que tiene el ser
humano, para transmitir información sobre sus emociones e intenciones. Su análisis
es un área de investigación activa desde el trabajo realizado por Charles Darwin en
1872 y recientemente, su reconocimiento de forma automatizada, ha tenido un
gran desarrollo gracias a los avances en áreas como visión computacional y
aprendizaje de máquina.
A pesar de lo mencionado anteriormente, uno de los principales retos que se tiene
por resolver, para lograr un sistema robusto, radica en el modo en que se extraen
las características faciales; es decir, el modo en que el computador representará el
rostro, que facilite la distinción de las expresiones. Factores como la iluminación de
la imagen, la cercanía o lejanía del rostro en la imagen, o incluso el ángulo del
rostro (oclusión) pueden afectar la correcta extracción de las características por lo
que deben ser abordados para lograr de forma ideal el reconocimiento de las
expresiones faciales.
Este proyecto de investigación se enfoca en el estudio de la aplicación del
descriptor LBP, como método basado en apariencia, para describir las expresiones
en el rostro y así poder clasificarlas entre las emociones básicas mediante el uso de
técnicas Boosting de aprendizaje de máquina.";2015-05-27
Pontificia Universidad Católica del Perú;Sistema de información para evaluaciones financieras y análisis de sensibilidad de proyectos de inversión minera en el Perú;Curich Gonzales, Pedro;Ingeniero Informático;Berrocal Pérez-Albela, Jorge Alberto;"Los proyectos mineros en el Perú tienen un alto impacto en el ámbito político,
económico y social del país. Por ende, las empresas mineras deben asegurar
desde el comienzo la rentabilidad de los mismos a través de tasas calculadas a
partir de una evaluación financiera. La misma debe recopilar y clasificar los ítems
de inversión, costo e ingreso, proyectar su comportamiento en el futuro y realizar un
análisis de sensibilidad sobre los elementos cuyo valor sea volátil en el tiempo.
De acuerdo a las entrevistas realizadas al exviceministro de Minas y usuario
experto del sistema a desarrollar, Fernando Gala Soldevilla, las empresas mineras
del Perú utilizan las hojas de cálculo como herramienta para realizar sus
evaluaciones financieras y no cuentan con una solución integral alineada al
contexto del país. Las mismas poseen desventajas inherentes frente a sistemas de
información automatizados que dan accesibilidad a distintos usuarios y permiten la
persistencia e integridad de los datos.
En consecuencia, se propone como solución la implementación de un sistema de
información que permita a las empresas mineras peruanas realizar las
evaluaciones financieras de sus proyectos de inversión con la posibilidad de
efectuar un análisis de sensibilidad sobre distintas variables. Así mismo, debe
facilitar la comparación de resultados de distintos proyectos para una mejor toma
de decisiones desde un solo entorno centralizado y compartido que estará
correctamente alineado al contexto de la industria y a las leyes del Perú.
El presente documento cuenta con cinco capítulos. El primero introduce la
problemática que se desea resolver, los conceptos teóricos que la rodean, las
soluciones disponibles en el mercado y los objetivos y resultados que se desean
alcanzar. El segundo describe las metodologías que se utilizaron, tanto para la
gestión del proyecto como para el desarrollo de la solución, y la planificación que se
realizó. El tercer capítulo detalla el análisis, diseño y arquitectura de la solución. El
cuarto resume el proceso de selección de herramientas de desarrollo, la fase de
construcción de la herramienta y el plan de pruebas que se realizó. Finalmente, el
quinto capítulo consiste en las conclusiones a las que se llegó y en
recomendaciones y trabajos futuros que podrían mejorar la solución.";2015-05-27
Pontificia Universidad Católica del Perú;Implementación de un sistema de gestión de la relación con los clientes en una empresa proveedora de servicios de televisión de pago;Montoya Del Pino, André Hugo;Ingeniero Informático;Cueva Mendoza, Rony;"En el rubro de las telecomunicaciones, las empresas proveedoras de servicios de
televisión de pago han experimentado un gran incremento de usuarios en los últimos
cinco años, lo que también supuso un incremento en la competencia. Frente a esta
situación, los proveedores de estos servicios han rediseñado sus planes de negocio
para efectos de fidelizar a sus clientes y adecuar la oferta de servicios a condiciones
más estrictas por parte del usuario. Esta estrategia de negocios requiere de una
optimización de las operaciones de gestión y seguimiento de clientes en las áreas de
Ventas y Atención al Cliente.
El presente proyecto de tesis plantea la implementación de un sistema de Gestión de
la Relación con los Clientes para el soporte del proceso de Comercialización del área
de Ventas y el proceso de Atención de Reclamos del área de Atención del Cliente en
una empresa de televisión de pago. Estos procesos de negocio involucran
operaciones importantes de interacción con los abonados y, por lo tanto, tienen alta
participación en la entrega de valor. La herramienta desarrollada brinda soporte a los
usuarios para realizar la gestión de clientes, ventas y reclamos, que hasta el momento
se venía realizando manualmente, logrando evitar pérdidas de información y retrasos
de actividades.
Este documento se encuentra estructurado en 5 capítulos. En primer lugar, se
describe la problemática que se desea solucionar, para luego presentar los objetivos,
resultados esperados, metodologías a utilizar y el alcance del proyecto. En el siguiente
capítulo se detalla el análisis realizado para empezar el desarrollo de la herramienta
empezando por el entendimiento detallado de los procesos y reglas de negocio. En el
tercer capítulo se presenta el diseño de la solución propuesta incluyendo la
arquitectura seleccionada y el diseño de interfaz gráfica de la aplicación. El cuarto
capítulo contiene la descripción de las actividades en la fase de construcción del
software, desde la selección de herramientas tecnológicas hasta la elaboración de
algoritmos para la asignación de clientes a colaboradores; así como el conjunto de
pruebas que se realizaron para asegurar la calidad del producto entregado. En el
capítulo final se hace una reflexión de las conclusiones obtenidas a partir del trabajo
realizado y se presentan recomendaciones para futuros proyectos que tomen el
presente como base.";2015-05-27
Pontificia Universidad Católica del Perú;Implementación de un sistema de información para el reconocimiento de caracteres basado en la red neuronal Perceptron;Carranza Hernández, Sammy Nahín;Ingeniero Informático;Guanira Erazo, Juan Miguel Ángel;El presente proyecto tuvo como objetivo final construir un sistema basado en el funcionamiento de redes neuronales para el reconocimiento de caracteres dibujados a mano. El proyecto se divide en 2 fases. La primera fase es la de entrenamiento. En esta fase se entrena al sistema con el algoritmo resilient backpropagation. Para esto se trabaja con una data de entrenamiento, los cuales son una seguidilla de dibujos de caracteres hechos a mano. Al final de la fase de entrenamiento se obtiene los parámetros del sistema de red neuronal, con los cuales se podrá configurar el sistema de red neuronal. La siguiente fase es la fase de testeo. En esta fase se busca saber cuan efectivo ha sido el proceso de entrenamiento del sistema de red neuronal. Para esto, se pone a prueba el sistema ingresándole nueva data la cual nunca ha sido vista por el sistema. A esta data, se le llama data de testeo. Al final de esta fase se obtiene el grado de efectividad del sistema en reconocer acertadamente cada carácter ingresado al sistema.;2015-05-27
Pontificia Universidad Católica del Perú;Análisis, diseño e implementación de un sistema de información para el apoyo al proceso de toma de decisiones en la ejecución de proyectos sociales de una municipalidad provincial;Alva Rodríguez, Mariana Alinne;Ingeniero Informático;Murillo Véliz, Braulio Oscar;"El país cuenta con varios programas sociales que tienen como objetivo garantizar que las personas sumidas en pobreza y extrema pobreza puedan acceder a servicios básicos de salud, educación y nutrición. En los últimos años el Gobierno ha destinado mayores recursos presupuestales a los programas sociales; sin embargo, no se muestran o no se presentan resultados ni indicadores que permitan ver si dicha inversión debe ser incrementada o disminuida en función de ellos o de la necesidad de la población.
De todos los programas sociales que se manejan a nivel nacional por las municipalidades provinciales, son dos los que se ejecutan en gran mayoría en todo el país: El Programa Complementación Alimentaria (PCA) y el Programa de Vaso de Leche (PVL). El primer programa tiene como finalidad otorgar un complemento alimentario a la población en situación de pobreza o pobreza extrema, así como a grupos vulnerables. El segundo tiene como objetivo la distribución de vasos de leche para todos los niños en situación de pobreza del país para combatir la malnutrición.
La información que se recoge para ambos programas se lleva en registros manuales y en hojas de cálculo, lo cual es poco confiable y muchas veces inconsistente careciendo de un historial de los beneficiarios, lo cual dificulta enormemente contar con información a nivel gerencial que permita tomar de decisiones acertadas y oportunas en la gestión de los mismos. Por otro lado, no se tiene información sistematizada que permita establecer el nivel de inversión por cada beneficiario del programa, los resultados que se obtienen luego de la inversión o hacer una mejor distribución de los recursos que se les asigna, lo que podría contribuir a hacer más eficiente el gasto de los recursos públicos y a reducir los niveles de pobreza y pobreza extrema.
El presente proyecto desarrolla un sistema de información gerencial apoyándose en el Balanced Scorecard, metodología gerencial que permite adaptar la visión y los objetivos de una empresa en indicadores estratégicos para la toma de decisiones preventivas o correctivas ante una amenaza en su desempeño hacia el cumplimiento de su visión, como herramienta de administración para establecer medidas correctivas, seguimiento de indicadores y monitoreo de los objetivos empresariales que permita gestionar la información de los programas sociales PVL y PCA para ejercer una mejor toma de decisiones correspondiente a su ejecución y a la orientación estratégica que tiene la municipalidad sobre ellos. Debido a que el sistema realizará un monitoreo de la ejecución de estos programas sociales a través de indicadores, se utiliza un Balanced Scorecard enfocado en la perspectiva del cliente, pues se está tratando con programas sin fines de lucro. Con ello, se establecen indicadores para cada uno de los objetivos de la unidad ejecutora que le permita contar con información a nivel gerencial para la toma de decisiones acertadas y oportunas de su gestión en ambos programas sociales, y cuyo resultado puede generar una mejor distribución de los recursos asignados y una mayor eficiencia en el gasto de los recursos públicos. Así mismo, se emitirán alertas si los objetivos planteados no se están cumpliendo en función a la medición realizada por los indicadores. Finalmente se tendrá la información necesaria para la elaboración de reportes ejecutivos, la medición del avance en el cumplimiento de sus objetivos y el monitoreo de los mismos para establecer los planes de acción más rápido con el fin de evitar algún tipo de perdida futura como alimentos, dinero, entre otros.";2015-05-27
Pontificia Universidad Católica del Perú;Diseño de una herramienta para la anotación semántica automática de documentos basados en ontologías en el dominio de la Ingeniería Informática;Espinoza Florez, Rodrigo Jesús;Ingeniero Informático;Melgar Sasieta, Héctor Andrés;"Analizando la situación de la Web en la actualidad en cuanto a la gestión y búsqueda
de la información que hay en ella, el siguiente documento propone una herramienta de
anotación semántica automatizada como alternativa de solución al trato de la
información que se genera en línea. Básicamente, una herramienta de anotación
semántica puede contribuir con muchas otras aplicaciones como herramientas de
búsqueda, de organización, repositorios, etc.; y al apoyarse en una ontología de un
campo determinado, el desarrollo de la herramienta puede extenderse a otros campos
específicos mientras se cuente con la información y los expertos respectivos en el
modelado del conocimiento.
El siguiente proyecto en específico será beneficioso para la búsqueda y organización
de diferentes documentos del campo de las ciencias de la computación desarrollados
tanto en la universidad como fuera. Esto supondría que todos los miembros de la
comunidad universitaria pudieran tener acceso a todos los contenidos del campo sin
tener que gastar muchos recursos como tiempo y dinero.
Entre los principales beneficios está la reducción de tiempo en búsqueda de materiales
de información del campo, así como evitar volver a generar conocimiento que ya se
encuentra en la Web o ya ha sido investigado en la universidad.
Por último, además de la información recopilada en la investigación de una
herramienta de esta naturaleza, se propone un diseño y un conjunto de recursos para
desarrollarla, los cuales fueron probados en un conjunto de documentos
pertenecientes al campo de la ingeniería informática en la universidad.";2015-05-27
Pontificia Universidad Católica del Perú;Uso de inferencia basada en ontologías para dar soporte al diagnóstico veterinario;Gonzáles Maceda, Jacklin del Rocio;Ingeniero Informático;Melgar Sasieta, Héctor Andrés;"La salud a nivel mental y psicológico que nos brindan los animales domésticos es una
necesidad poco valorada. La medicina veterinaria aplica conocimientos científicos al mejoramiento de la salud animal y al control enfermedades transmisibles al hombre. Las
clínicas veterinarias, en el contexto peruano, no cuentan con suficiente soporte tecnológico para el proceso de diagnóstico. De la revisión del estado del arte se sabe que son escasos los proyectos de investigación realizados en este dominio específico. Existen herramientas de diagnóstico en el dominio de la medicina humana, varios ejemplos hacen uso de la representación del conocimiento por medio de ontologías y de sistemas de inferencia que trabajan con esta representación.
En vista de los problemas presentados se plantea la interrogante. ¿Cómo dar soporte
al diagnóstico de enfermedades en el dominio de la veterinaria en el contexto peruano,
específicamente en Lima metropolitana?. Este es un proyecto de investigación aplicada
en el área de la inteligencia artificial motivado por un interés personal en la representación de conocimiento, la simulación de procesos mentales racionales y la medicina veterinaria.
Se plantea aplicar conceptos de ingeniería del conocimiento para contribuir a alcanzar el estado ideal, trata del uso de inferencia basada en ontologías para el disgnóstico en enfermedades de animales.
Una ontología encapsula y uniformiza el conocimiento de un dominio de interés y se
puede utilizar para resolver problemas en este dominio. Las ontologías permiten un alto
grado de expresividad, estas permiten representar conocimiento complejo. El conocimiento, experiencia y criterio de un veterinario son habilidades complejas de replicar, por lo
que no es posible hacerlo con exactitud. Una ventaja de las ontologías es que permiten
representar supuestos, metas, hipótesis y predicciones sobre un dominio específico.
El principal objetivo de la investigación es aplicar inferencia basada en ontologías para
dar soporte al proceso de diagnóstico encapsulando el conocimiento del especialista
en una base de información que de diagnóstico consultable. Mediante herramientas de inferencia el experto podrá extraer información filtrada en base a los síntomas observados.
De esta manera obtendrá un abanico de posibilidades que reducirán significativamente
el esfuerzo del veterinario al momento de dar un diagnóstico. Se trata de abstraer el conocimiento del veterinario, organizarlo y acceder a este por medio de herramientas que simulen el razonamiento.
Esto reducir ´a el tiempo invertido por el veterinario en revisión de bibliografía, remembranza y análisis de posibilidades. Es como ofrecer, para un determinado problema, una limitada posibilidad de opciones de solución entre las cuales se encuentra respuesta acertada con una probabilidad bastante alta. Se perfila mucho más sencilla y rápida la labor de diagnóstico frente a esta alternativa.
Finalmente, cabe resaltar que el proyecto contribuir ´a a potenciar, con el aporte de investigación en el tema de ontologías e inferencias, los trabajos de investigación realizados por el grupo GRPIAA-PUCP (Grupo de Reconocimiento de Patrones e Inteligencia Artificial Aplicada de la Pontificia Universidad Católica del Perú).";2015-05-27
Pontificia Universidad Católica del Perú;Análisis, diseño e implementación de un sistema de gestión del servicio de ambulancias para la atención de emergencias de una empresa aseguradora en Lima;Laurente Rodríguez, Christopher Christian;Ingeniero Informático;Aguilera Serpa, César Augusto;"En la actualidad, el número de compañías aseguradoras en el mercado peruano se encuentra en crecimiento y un mayor número de personas adquieren sus servicios de emergencias médicas. Cuando ocurre una emergencia los accidentados tienen que llamar por teléfono lo cual resulta laborioso y tedioso debido a que cada aseguradora tiene un número de teléfono particular. No existe un número único y fácil de recordar de emergencia para que los asegurados puedan comunicarse rápidamente con una central única y ser atendidos a la brevedad.
La central telefónica de cada aseguradora recibe las llamadas y tiene que comunicarse por teléfono con la ambulancia más cercana al lugar del accidente brindando la información necesaria para la atención de la emergencia. Además, el chofer de la ambulancia decide en base a su experiencia cuál será la ruta a tomar para llegar al lugar de la emergencia. Sin embargo, el desplazamiento de las ambulancias se ve afectado por el gran incremento que afronta el parque automotor de Lima Metropolitana, lo cual genera un problema de tránsito e impide que las ambulancias lleguen en el menor tiempo posible al lugar de la emergencia.
La solución que se plantea para la problemática expuesta es crear una central de emergencias, la cual procesará las alertas en tiempo real. Además, se plantea crear una historia clínica resumida electrónica, en donde se tendrá la información básica digitalizada del asegurado.
Los asegurados enviarán alertas con su identificación y geolocalización a la central mediante un botón de pánico de un equipo móvil y la central de emergencias gestionará los pedidos de atención en tiempo real enviando la emergencia a la ambulancia idónea.
Los choferes de las ambulancias tendrán una ayuda de ruteo con tráfico en tiempo real desde el punto donde se encuentran hasta el lugar de la emergencia. Por otro lado, los paramédicos tendrán la histórica clínica resumida electrónica del asegurado de manera digital para informarse al detalle de los datos relevantes de la víctima y lleguen preparados al lugar del siniestro.
Para que la atención sea agilizada el chofer podrá hacer una búsqueda de los centros médicos adecuados para llevar al accidentado sin tener en cuenta la disponibilidad de ellos. Esta solución intenta disminuir el tiempo en atender una emergencia desde que ocurre hasta llegar a un centro médico tras el accidente. También se brindará estadísticas de la gestión para saber el número de incidentes, tipo de emergencias y frecuencias de atención.";2015-05-26
